0.001,100.0,1.0964596529113895,-0.021275059403119388,0.15129515606876143
0.005,100.0,1.0964608113924048,0.12860174490116427,0.001417971318771559
0.01,100.0,1.096460811392405,0.12861723239333223,0.0014024838266036216
0.05,100.0,2.6253547480500285e+61,3.305565331843585e+76,3.305565331843585e+76
0.1,100.0,1.8634693244719306e+95,2.6686647522805664e+110,2.6686647522805664e+110
0.5,100.0,-3.0000453776489605e+167,-4.215057259579386e+182,-4.2150572595793856e+182
1.0,100.0,-1.3861852067668883e+198,-1.960598009897078e+213,-1.9605980098970778e+213
5.0,100.0,-1.3362224992632306e+268,-1.7343444681332344e+283,-1.7343444681332344e+283
10.0,100.0,,,
0.005,1000.0,1.0964608113924048,0.12861723232338,0.0014024838965558102
